,employers,management,fertility rate,intentional homicides,labor force,literacy rate,poverty gap,parliment seats,unpaid domestic,gender parity index,primary enrollment,teenage mothers,married by 18,clusters
988,0.639999985694885,30.7,2.036,2.35,36.242000579834,71.1819381713867,15.12,20.2857142857143,17.85,1.07471001148224,83.68,27.7,58.9,0
989,0.629999995231628,30.7,2.011,2.35,36.3110008239746,71.9483871459961,15.12,20.6303724928367,17.85,0.96,83.68,19.14,51.4199379326175,0
990,1.74,30.7,1.987,2.35,34.5449981689453,72.0047836303711,15.12,20.9169054441261,17.85,1.09301996231079,83.68,19.14,27.76,0
991,1.74,30.7,3.12,2.35,34.8689994812012,78.51,15.12,20.8571428571429,17.85,0.96,83.68,19.14,27.76,0
1022,1.74,30.7,1.74,8.1244368288,60.0429992675781,78.51,15.12,17.46,17.85,0.992579996585846,96.64845,19.14,27.76,1
1023,0.439999997615814,30.7,1.733,6.6257831308,58.0880012512207,78.51,15.12,17.46,17.85,0.96,83.68,19.14,27.76,1
1024,0.219999998807907,30.7,1.728,2.9341431568,59.1599998474121,78.51,15.12,17.46,17.85,1.00150001049042,89.22107,19.14,27.76,1
1025,0.449999988079071,30.7,1.725,3.6538489645,60.1300010681152,78.51,15.12,17.46,17.85,0.96,83.68,19.14,27.76,2
1026,0.349999994039536,30.7,1.725,4.3665579879,61.0950012207031,99.5999984741211,15.12,17.46,17.85,0.96,83.68,19.14,27.76,1
1027,0.189999997615814,30.7,1.727,3.623214661,62.6290016174316,78.51,15.12,17.46,17.85,0.96,83.68,19.14,27.76,2
1028,0.189999997615814,30.7,1.732,2.35,61.3349990844727,78.51,15.12,17.46,17.85,0.96,83.68,19.14,27.76,2
1029,0.180000007152557,30.7,1.74,2.35,62.1679992675781,78.51,15.12,10.7142857142857,17.85,0.96,83.68,19.14,27.76,2
1030,0.469999998807907,30.7,1.75,2.35,62.0299987792969,78.51,15.12,10.7142857142857,17.85,0.96,83.68,19.14,27.76,2
1031,0.170000001788139,30.7,1.762,2.35,61.556999206543,78.51,15.12,10.7142857142857,17.85,0.983439981937408,83.68,19.14,27.76,2
1032,0.159999996423721,30.7,1.775,3.5446160826,62.681999206543,78.51,15.12,10.7142857142857,17.85,0.981130003929138,95.50225,19.14,27.76,2
1033,0.319999992847443,30.7,1.785,3.152877745,63.7919998168945,78.51,15.12,10.7142857142857,17.85,0.988259971141815,94.46057,19.14,27.76,2
1034,0.209999993443489,30.7,1.793,5.277898974,62.8170013427734,78.51,15.12,10.7142857142857,17.85,0.990760028362274,91.74473,19.14,27.76,2
1035,0.479999989271164,30.7,1.797,7.7141554753,63.9620018005371,78.51,15.12,13.3333333333333,17.85,0.979680001735687,91.25868,19.14,27.76,2
1036,0.469999998807907,30.7,1.795,0.6148987164,64.4599990844727,99.5999984741211,15.12,13.3333333333333,17.85,0.980279982089996,89.78907,19.14,27.76,2
1037,0.490000009536743,30.7,1.788,6.3740793302,64.4789962768555,78.51,15.12,13.3333333333333,17.85,0.996190011501312,90.20329,19.14,27.76,2
